docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151201,Research,Cohort study (retrospective),Chang,Impact of National Health Service Health Check program on cardiovascular disease risk: a difference-in-differences matching analysis (MUST STAY HERE; author told date; media to be coordinated with authors in UK),,11-Jan-16,18-Feb-16,,,July 2016,,,,11,Peggy,Olivier,MS,DK,KP,None,3-Feb-16,13-Apr-16,19-Apr-16,19-Apr-16,20-Apr-16,20-Apr-16,22-Apr-16,25-Apr-16,25-Apr-16,,,26-Apr-16,8,Yes,Impact of NHS Health Check,The world’s largest cardiovascular risk assessment and management program does not work that well,Yes,"NHS Health Check, annual health exam, cardiovascular disease, atrial fibrillation, chronic kidney disease, hypercholesterolemia, heart failure, hypertension, stroke, transient ischemic attack, diabetes mellitus, smoking, statins, antihypertensive medications","183, 15, 16, 17, 
383",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151201,,,38,15,55,,23,70,6,1,2,3,0,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151059,Research,Cohort study (retrospective),Vamos,Influenza Vaccine Effectiveness Against Hospitalisation and Death in People with Type 2 Diabetes: a retrospective cohort study AUTHOR INFORMED OF TENTATIVE JULY 25 EOR DATE,,18-Jan-16,02-May-16,,,October 2016,,,,10,Sarah,Erin D,,KP,,None,11-Feb-16,13-Jun-16,14-Jun-16,14-Jun-16,24-Jun-16,27-Jun-16,30-Jun-16,5-Jul-16,5-Jul-16,,,,0,Yes,Influenza vaccination and type 2 diabetes,Influenza vaccination reduced hospitalization for cardiovascular events for patients with type 2 diabetes,Yes,"vaccination, diabetes, influenza","433, 24, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151059,,,105,81,42,,24,123,1,10,3,5,0,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150787,Research,Cohort study (retrospective),Turin,Lifetime risk of diabetes among First Nations and Non–First Nations people,,28-Apr-16,02-May-16,,,November 2016,,,,7,Kate S,Olivier,,KP,DK,,4-May-16,16-Aug-16,24-Aug-16,24-Aug-16,1-Sep-16,1-Sep-16,8-Sep-16,8-Sep-16,9-Sep-16,,,12-Sep-16,2,Yes,First Nations’ lifetime risk of diabetes,8 in 10 First Nations people in Alberta will develop diabetes over their lifetime.,Yes,"diabetes, Aboriginal health, diet/nutrition","24, 370",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150787," @UCalgaryMed
@drturin",,4,2,106,,6,104,8,8,7,0,1,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151382,Research,Cohort study (retrospective),Lisonkova,Maternal morbidity and perinatal outcomes among women in rural versus urban areas,,12-May-16,18-May-16,,,December 2016,,None,,10,Kate S,Erin D,ON,DK,KP,none,18-May-16,29-Aug-16,31-Aug-16,31-Aug-16,6-Sep-16,6-Sep-16,9-Sep-16,12-Sep-16,13-Sep-16,,,14-Sep-16,3,Yes,Pregnancy outcomes in rural areas,Study shows that severe maternal and neonatal morbidity are more common in rural than in urban areas,Yes,"pregnancy, newborns","202, 415, 438, 71",,,,,,,,,,6,0,103,,6,103,2,6,3,3,1,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160061,Research,Cohort study (retrospective),Li,Association of maternal chronic disease with risk of congenital heart disease in offspring ,,02-Jun-16,02-Jun-16,,,December 2016,,,,9,Peggy,Olivier,,KF,DK,,3-Jun-16,20-Sep-16,22-Sep-16,22-Sep-16,27-Sep-16,27-Sep-16,28-Sep-16,29-Sep-16,29-Sep-16,,,4-Oct-16,2,Yes,Maternal disease and CHD in offspring,Women with chronic diseases have a greater risk of delivering infants with congenital heart disease.,Yes,"birth defects, congenital heart disease, chronic diseases, diabetes, hypertension, anemia, connective tissue disorders, epilepsy, mood disorders, multivitamin supplements, folic acid, smoking, obesity, rubella, fetal echocardiography, pregnancy termination, antihypertensive drugs, anticonvulsants, tranquilizers, hypnotics","14, 17, 182, 24, 413, 71, 415, 202 
",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160061,,,0,1,110,,1,109,2,5,1,1,0,,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150672,Commentary,Commentary,Daw,Seeking safe stool: Canada needs a universal donor model ,,20-Oct-15,,,6-Dec-16,January 2017,epaginated,,,2,Kate S,Erin D,Kate B,KP,DK,,,20-Nov-15,23-Nov-15,23-Nov-15,30-Nov-15,24-Nov-15,27-Nov-15,27-Nov-15,27-Nov-15,,,,1,No,Regulating stool transplants in Canada,"A universal, not directed, donor model for fecal transplantation is the best option for Canada",No,"antibiotics, C. difficile infection, fecal transplantation, OpenBiome","218, 359, 493",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150672, @caredelstein @openbiome @jamie_daw @harvard @drzainsays ,"A universal, not directed, donor model for fecal transplantation is the best option for Canada, say Edelstein and colleagues in this commentary. (subscription required) [KEYPOINTS] Wed 12pm",,,,,,,3,7,3,0,0,,413,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170261,Commentary,Commentary,Enns,Canada needs a holistic First Nations health strategy,,20-Jun-17,,,8-Aug-17,,,,,2,Vicky,Olivier,Olivier,,,none,22-Jun-17,5-Jul-17,12-Jul-17,12-Jul-17,14-Jul-17,14-Jul-17,14-Jul-17,14-Jul-17,14-Jul-17,14-Jul-17,17-Jul-17,17-Jul-17,0,No,A First Nations health strategy,Must be more than a band aid on a festering wound; it needs to be holistic,No,"Indigenous health, public health, First Nations people, health policy, government","370, 456, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170261,"Twitter handle: @um_mchp
Facebook: @mchp.umanitoba
","A holistic First Nations-focused health strategy, led and administered by First Nations, will remove barriers for those seeking care, address Indigenous determinants of health, and support the health and well-being of First Nation individuals, families and communities in Canada.",,,,,2,13,7,2,0,0,0,3,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160798,Commentary,Commentary,Kissoon,The Global Burden of Sepsis,,07-Oct-16,,,9-Jan-17,January 2017,,,,2,Sarah,Erin D,,KP,,,11-Oct-16,24-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,28-Oct-16,28-Oct-16,28-Oct-16,,,1-Nov-16,0,No,Tackling the global burden of sepsis,Sepsis should be considered a separate contributor in global burdens of disease and death estimates [add a # to sepsis for the tweet text],No,"infection, antibiotics, antimicrobials, antivirals","170, 200",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160798," #BCChildrens
#Sepsis
@SepsisAlliance
@sepsis_kills
@UKSepsisTrust
@UHC_Day
@SDGoals
",,,,,,4,13,1,0,3,0,0,,94,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161036,Commentary,Commentary,Charbonneau,Standardizing the evaluation and management of neuropathic pain following Spinal Cord Injury,,11-Oct-16,,,16-Jan-17,January 2017,,,NA,2,Sarah,Olivier,,KP,,,14-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,26-Oct-16,28-Oct-16,28-Oct-16,28-Oct-16,,,1-Nov-16,0,No,Neuropathic pain post SCI ,New guideline offers useful tips for managing neuropathic pain following SCI,No,"Rehabilitation, pain, pail relief, pregabalin, gabapentin, amitriptyline, tramadol, lamotrigine, transcranial direct current stimulation with or without visual illusion, oxycodone, TENS, dorsal root entry zone procedure","155, 201, 520, 4, 209",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161036,,,,,,,3,11,0,0,2,0,0,,97,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161316,Commentary,Commentary,Tanuseputro,Medical aid in dying: What matters most?,,25-Nov-16,,,23-Jan-17,February 2017,,,"Direct link to 160650-res
",2,Kate B,Olivier,,KP,NA,none,28-Nov-16,6-Dec-16,7-Dec-16,7-Dec-16,8-Dec-16,8-Dec-16,12-Dec-16,12-Dec-16,13-Dec-16,13-Dec-16,14-Dec-16,21-Dec-16,0,No,Medical aid in dying,Let’s save on suffering and invest more in its reduction by offering better palliative care,No,"Palliative care, medical aid in dying","524, 42, 113, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161316," @PTanuseputro
@OttawaHospital
@bruyerecare
@ICESOntario
",,,,,,3,8,1,1,4,0,1,1,59,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161085,Commentary,Commentary,Ford,Emergency response in a rapidly changing Arctic,,14-Nov-16,,,30-Jan-17,February 2017,,,,2,Sarah,Olivier,,KP,NA,none,16-Nov-16,17-Nov-16,21-Nov-16,21-Nov-16,22-Nov-16,22-Nov-16,22-Nov-16,22-Nov-16,22-Nov-16,,,23-Nov-16,0,No,Disaster response in Canada’s Arctic,Recent events in the North West Passage have highlighted poor capacity to respond to emergencies.,No,"Canada, Arctic, Emergency Medicine, medical evacuation, all-terrain vehicles, snowmobiles, cruises","370, 142, 438",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161085, @dylanG_clark @ccadapt @McGillU ,,,,,,2,1,4,1,0,0,0,,77,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161203,Commentary,Commentary,Schwartz,Legalize marijuana without the smoke,,14-Dec-16,,,30-Jan-17,July 2017,,,,2,Lea,Erin D,,KP,,none,19-Dec-16,21-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,23-Dec-16,3-Jan-17,3-Jan-17,4-Jan-17,4-Jan-17,0,No,Legalize marijuana without the smoke,"Since smoking marijuana is harmful, safer modes of consumption should be promoted when the drug is legalized.",No,"Marijuana, smoking tobacco, health policy, public health","165, 170, 186, 144",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161203,"@UofT_dlsph - https://twitter.com/UofT_dlsph @DallaLanaSchoolOfPublicHealth - https://www.facebook.com/DallaLanaSchoolOfPublicHealth/ 

@OntarioTobaccoResearchUnit - https://www.facebook.com/OntarioTobaccoResearchUnit/?fref=ts
@OTRUnews - https://twitter.com/OTRUnews
@robschwartz7
",,,,,,5,2,0,1,1,0,11,1,47,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161088,Commentary,Commentary,Wieseler,Secrecy or transparency? The future of regulatory trial data,,15-Sep-16,,,6-Feb-17,April 2017,,,151104-res,2,Peggy,Olivier,ED,KP,NA,,19-Sep-16,24-Oct-16,26-Oct-16,26-Oct-16,26-Oct-16,26-Oct-16,31-Oct-16,2-Nov-16,2-Nov-16,,,8-Nov-16,0,No,The future of regulatory trial data,"The FDA and Health Canada should routinely publish clinical study reports, as the EMA now does",No,"duloxetine, stress urinary incontinence, suicidality, violent behaviours, psychotic events, emotional disturbance","166, 346, 328",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161088,"@iqwig, #CSR, #EMA, #EbM",,,,,,4,35,2,0,5,2,0,,144,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160975,Commentary,Commentary,Friedman,Weight-related stigma and health policy,,04-Jan-17,,,13-Feb-17,August 2017,,,,2,Lea,Olivier,Olivier,KP,,none,10-Jan-17,20-Jan-17,23-Jan-17,23-Jan-17,24-Jan-17,26-Jan-17,27-Jan-17,27-Jan-17,30-Jan-17,30-Jan-17,30-Jan-17,30-Jan-17,0,No,Weight-related stigma and health policy ,"A 2016 Canadian obesity report ignores thethe issue of antifat stigma in its proposed ""way forward.""",No,"Obesity, health policy","334, 165, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160975,,,,,,,6,10,3,1,1,0,3,0,40,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170022,Commentary,Commentary,Alter,Heavy snowfall and the eco-biological-behavioural perfect storm,,09-Jan-17,,,13-Feb-17,March 2017,,,Directly linked to 161064-res,2,Kate S,Olivier,Olivier,KP,NA,None,9-Jan-17,12-Jan-17,16-Jan-17,16-Jan-17,16-Jan-17,16-Jan-17,17-Jan-17,17-Jan-17,18-Jan-17,18-Jan-17,18-Jan-17,19-Jan-17,0,No,Heavy snowfall and the risk of MI,Shovelling snow in cold weather may be an eco–biological–behavioural perfect storm,No,"heart disease, snow, exercise/physical activity","15, 151, 142, 402",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170022,,,,,,,0,3,4,0,1,0,1,0,35,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161303,Commentary,Commentary,Bernsten,High-flow nasal cannula oxygen therapy in acute hypoxemic respiratory failure: Proceed with caution,,09-Nov-16,,,21-Feb-17,April 2017,,,Direct link to 160570-res,2,Kate S,Olivier,Lea,KP,NA,none,10-Nov-16,30-Nov-16,5-Dec-16,5-Dec-16,5-Dec-16,5-Dec-16,6-Dec-16,6-Dec-16,7-Dec-16,7-Dec-16,7-Dec-16,7-Dec-16,0,No,HFNC oxygen for respiratory failure,"Beware: In hypoxemic ICU patients on nasal oxygen, delayed intubation means higher risk of death",No,"lung function, trauma, ICU care","157, 21",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161303,,,,,,,1,20,5,0,1,0,1,0,104,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161489,Commentary,Commentary,Oyston,A fresh approach to tobacco control: raising the minimum legal age for access,,31-Jan-17,,,27-Feb-17,March 2017,,,,2,Lea,Olivier,,KP,,,2-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,8-Feb-17,0,No,Raise the legal age for buying tobacco,Early smoking initiaton increases the likelihood of long-term smoking and make quitting harder,No,"tobacco, smoking, adolescents, young adults, health policy, public health","144, 170, 165, 225",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161489,,,,,,,2,4,0,0,1,0,0,0,27,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170807,Commentary,Commentary,Nicholls,Research on routinely collected data: the importance of high quality diagnostic coding to research,,17-Jul-17,,,21-Aug-17,,linked to CMAJ Open 2017-0036,,CMAJ Open 2017-0036,2,Lea,Erin D,Olivier,KP,,none,25-Jul-17,25-Jul-17,26-Jul-17,26-Jul-17,26-Jul-17,26-Jul-17,27-Jul-17,27-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,0,No,The importance of diagnostic coding,Accuracy of results in studies that use routinely collected data depend on careful data capture.,No,"routinely collected data, medical research, clinical, epidemiology, health services","171, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170807,"Please use the following social media tags: #OCHSU #CHEO 
Also, please can you tag the following social media accounts when referencing the paper: @SG_Nicholls @ericbenchimol @CHEOhospital @ehr_lshtm @OntChildHealth. Our electronic health records accounts would also be useful: @ehr_lsthm
",Ensuring high quality diagnostic coding is essential. We must continue to improve the quality of coding and of research using these data (including reporting). Questions remain regarding professional training and the possible role for technology and automation.,,,,,8,0,1,0,1,0,4,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161033,Commentary,Commentary,Ridker,"Inflammation, cardiovascular disease and cancer: moving toward predictive medicine",,09-Sep-16,,,13-Mar-17,May 2017,,,Directly linked to 160313-res,2,Kate S,Olivier,ON,KP,NA,none,13-Sep-16,2-Nov-16,3-Nov-16,3-Nov-16,7-Nov-16,8-Nov-16,8-Nov-16,8-Nov-16,9-Nov-16,,,9-Nov-16,0,No,Inflammation and predictive medicine,Should concepts of residual risk be adjusted to encompass residual inflammatory risk?,No,"heart disease, cancer, inflammatory biomarkers (AGP, IL-6 and CRP)","105, 399, 151, 207",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161033,,,,,,,4,50,1,4,0,0,1,,185,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170659,Commentary,Commentary,Gagnon,It’s time to allow assisted injection in supervised injection sites,,17-Jul-17,,,28-Aug-17,,,,,2,Vicky,Olivier,Olivier,KP,,none,18-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,1-Aug-17,1-Aug-17,1-Aug-17,1-Aug-17,1-Aug-17,2-Aug-17,2-Aug-17,0,No,Assisted drug injection,Supervised injection sites must allow for assisted injection to ensure equitable access to harm reduction ,No,"Assisted drug injection, safe injection sites, public health, Government of Canada","7, 456, 165, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170659," Instagram : ml_gagnon
Twitter : mlgagnon_XVII
Website : https://marilougagnon.com
"," Supervised injection sites (SIS) provide essential health care services. Unfortunately, not everyone can access them. This is particularly true for people who need help injecting. Assisted injection is currently prohibited in Canada. This should be changed to ensure equitable access to SIS, prevent harms and promote health.",,,,,1,13,0,0,0,0,0,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161140,Commentary,Commentary,Hodge,Disparities in cataract surgery volumes among Ontario's ophthalmologists ,,21-Oct-16,,,20-Mar-17,June 2017,,,Directly linked to 150674-res,2,Peggy,Olivier,Olivier,KP,NA,,21-Oct-16,11-Nov-16,14-Nov-16,17-Nov-16,17-Nov-16,21-Nov-16,24-Nov-16,24-Nov-16,25-Nov-16,25-Nov-16,25-Nov-16,1-Dec-16,0,No,Disparate cataract surgery volumes,"Recent allocation constraints on cataract surgery have affected younger surgeons’ practice, but why?",No,"ophthalmology, cataract surgery, medical education","165, 169, 490 
",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161140,,,,,,,0,21,3,0,3,0,1,0,150,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170694,Commentary,Commentary,Strang,Reviving a national prevention agenda is key to health care sustainability in Canada,,18-Aug-17,,,10-Oct-17,,,,,2,Lea,Mel,Olivier,KP,,none,19-Aug-17,21-Aug-17,23-Aug-17,23-Aug-17,23-Aug-17,23-Aug-17,24-Aug-17,24-Aug-17,25-Aug-17,25-Aug-17,28-Aug-17,28-Aug-17,0,No,Sustainability of health care in Canada,The Chief Medical Officers of Health urge governments to stay focused on a prevention agenda.,No,"Canadian health policy, public health, health economics","170, 165, 113, 465",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170694,,,,,,,1,2,2,0,1,0,1,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170116,Commentary,Commentary,Gabb,Geographic location as a modifiable cardiac risk factor,,03-Mar-17,,,3-Apr-17,August 2017,,,"160823-res, linked",2,Lea,Erin D,Olivier,KP,,none,6-Mar-17,10-Mar-17,13-Mar-17,13-Mar-17,13-Mar-17,13-Mar-17,14-Mar-17,14-Mar-17,14-Mar-17,14-Mar-17,15-Mar-17,15-Mar-17,0,No,Geography and cardiac risk,Focusing only on risk factor modification ignores the role of location in determining cardiac risk.,No,"Cardiovascular medicine, telehealth, CANHEART study, rural health and medicine","151, 438, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170166,"Twitter: @SAHealth 
Facebook: @sahealth or SA Health ",This article reviews the historical importance of geography in modern understanding of cardiovascular disease and discusses the current problem of regional variation in cardiac disease across Ontario.  Some potential strategies to tackle  increased rate of cardiac events in remote and rural areas are discussed.,,,,,3,4,3,0,1,0,0,1,31,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170195,Commentary,Commentary,McMillan,"We need a ""made in Canada"" orphan drug framework",,18-Aug-17,,,16-Oct-17,,,,,2,Vicky,Mel,Lea,KP,,none,18-Aug-17,21-Aug-17,22-Aug-17,22-Aug-17,22-Aug-17,23-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,28-Aug-17,29-Aug-17,29-Aug-17,0,No,A Canadian orphan drug framework,Access to safe and affordable therapies for patients with rare diseases must be better supported,No,"Rare diseases, orphan drugs, drug regulation, drugs","186, 465, 185, 113, 456",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170195,  @CHEOhospital,"     Orphan drugs are used to treat rare diseases which collectively, are estimated to affect 1 in 12 Canadians.  Regulatory frameworks for orphan drugs have been created in more than 25 countries over the past 30 years.  Canada remains one of the few developed countries without such a regulatory framework.  
     Canadians with rare neuromuscular diseases including spinal muscular atrophy (SMA) and Duchenne muscular dystrophy (DMD) have witnessed a dramatic increase in clinical trials and, for the first time, approval of disease-modifying therapies.  The emergence of these novel therapies has emphasized the need for a Canadian orphan drug framework. 
     Canadian patients with rare diseases require timely access to safe and effective treatments.   Canada must explore novel incentives and invest in our country’s existing strengths.  Since provincial health care budgets are allocating a growing proportion of their expenditure toward pharmaceutical costs, a national strategy is needed to balance short-term accessibility with long-term financial sustainability.  As such, Canadian incentives for drug development and regulatory approval must extend beyond tax credits and the reward of high prices.  A ‘made in Canada’ orphan drug strategy could ensure that the government engages early in the drug development process.   By investing in existing Canadian infrastructure during the ‘infancy’ of a given drug’s development, governments could position themselves to negotiate potential price-caps or price reductions.  
     Canada’s orphan drug framework must involve consultation with patients and families with rare diseases, clinicians, clinician-investigators and industry representatives.  As physicians who care for children with rare diseases, we call upon the Government of Canada to fulfill its’ 2012 commitment and develop a ‘made in Canada’ orphan drug framework to improve patients’ access to emerging therapies.
",,,,,#VALUE!,3,1,0,5,0,0,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
